SMS,receive,2.35E+12,2.35E+12,01/09/2014 17:42,12,HAM,CHECK D NOTICE BOARD. UR EXAM BEGINS WED 3, 2O14. INFORM OTHERS. DR ODULATE. ,,,
SMS,receive,Airtel,Airtel,01/09/2014 11:20,5,SPAM,Get instant credit, call 14120 now,,,
SMS,receive,2.35E+12,2.35E+12,31/08/2014 23:09,4,HAM,Am very worried,plz get back to me asa u get this msg,ild leave my airtel on all thru d night,hope ur ohk coz all ur lines are off,can't sleep plz.
SMS,send,8082069947,8082069947,31/08/2014 20:17,3,HAM,Baby what's happening,tried calling but not reachable. How u love and home? Miss u much honey,,,
SMS,receive,45433,45433,31/08/2014 18:31,1,SPAM,Your Padi4Life benefit of half a million naira is renewed. You have paid (0) Days this week. Fees N20/day. To opt-out text STOP to 45433.,,,,
SMS,receive,8181,8181,25/09/2013 15:09,3088,SPAM,AIRTEL CLUB 10: User3061696 :  GODISABLE 2protect u & guard u 4rm ur enemies.believe in jesus and he will deliver you,,,,
SMS,receive,8181,8181,24/09/2013 21:57,3088,SPAM,AIRTEL CLUB 10: USERNAME.SUN : If u have an interest group, remember that you can promote it here on this chat.either create a group or advertise it here,,,
SMS,receive,8181,8181,24/09/2013 21:57,3088,SPAM,Dear customer, your phone has reached its SMS capacity. To continue to receive SMS, kindly delete old SMS.,,
SMS,receive,8181,8181,24/09/2013 21:56,3088,SPAM,AIRTEL CLUB 10: USERNAME.SUN : If u have an interest group, remember that you can promote it here on this chat.either create a group or advertise it here,,,
SMS,receive,8181,8181,24/09/2013 21:12,3088,SPAM,Airtel club 10: User361181 : unesco has said that India and Nigeria accounted for one third of child deaths worldwide,,,,
SMS,receive,8181,8181,23/09/2013 21:30,3088,SPAM,Airtel club 10: User3298364 : I chat in ADULT ADVENTURE group and I enjoy the experience always..SMS join: ADULT ADVENTURE to 8181,,,,
SMS,receive,8181,8181,23/09/2013 20:56,3088,SPAM,Airtel Club 10: simeontawose :  over 1000 math solution available on www.mathsvillage.org so visit and make use of them,,,,
SMS,receive,8181,8181,22/09/2013 16:34,3088,SPAM,Airtel Club 10: diamond's hrt : I just saw a picture of miley cyrus naked on www.facebook.com/airtelgroupy hmmmm na wa o! Life don spoil,,,,
SMS,receive,8181,8181,22/09/2013 14:27,3088,SPAM,airtel club 10: O TIO :  D unbelieving, d vile, murderers, d sexualy immoral, d sorcerers & all liars wil av their part in d lake of fire. dis is d 2nd death
SMS,receive,8181,8181,21/09/2013 16:23,3088,SPAM,airtel club 10: User3294851 : To make real and lasting money, click http://sfi4.com/13110562.4/free. It is totally free.,,,
SMS,receive,8181,8181,21/09/2013 14:30,3088,SPAM,airtel club 10: Aleph : God is not biased.JOB 35VS19..text join:I AM to 8181..have  wonderful day ahead.,,,,
SMS,receive,8181,8181,21/09/2013 12:07,3088,SPAM,airtel club 10: Aleph : give wholeheartedly, support missionary works. Give unto charity. Be a sincere tither..text join: trending gist to 8181,,,
SMS,receive,8181,8181,20/09/2013 16:44,3088,SPAM,Airtel Club 10: dawinner :  are u a new user nd u re lookin 4 a group 2 join 4 freebies just sms join :the home of solution,,,,
SMS,receive,8181,8181,19/09/2013 18:39,3088,SPAM,Airtel club 10: User3193687 :  it's large,it's explosive,it's the best group on the Airtel network. It is trending gist... SMS join: trending gist to 8181,,
SMS,receive,244,244,22/09/2013 15:49,3055,SPAM,Final Result: Arsenal 3:1 Stoke City.Dial *244# For More,,,,
SMS,receive,244,244,22/09/2013 15:13,3055,SPAM,Goal update: Arsenal 3:1 Stoke City B. Sagna hits the net for Arsenal! at 72.Dial *244# For More,,,,
SMS,receive,244,244,22/09/2013 14:45,3055,SPAM,Marouane Fellaini will bring something different to Manchester United this season, according to Michael Carrick.Dial *244# For More,,,
SMS,receive,244,244,22/09/2013 14:28,3055,SPAM,Halftime Update One: Arsenal 2:1 Stoke City.Dial *244# For More,,,,
SMS,receive,244,244,22/09/2013 13:46,3055,SPAM,Goal update: Arsenal 1:0 Stoke City Arsenal score a goal through A. Ramsey! at 5.Dial *244# For More,,,,
SMS,receive,244,244,19/09/2013 18:42,3055,SPAM,Brendan Rodgers has confirmed Liverpool will be without Philippe Coutinho for at least six weeks after he underwent shoulder surgery..Dial *244# For More,,,,
SMS,receive,244,244,17/09/2013 18:22,3055,SPAM,Real Madrid coach Carlo Ancelotti says that he will be careful with Gareth Bale as he eases his world-record signing into the team.Dial *244# For More,,,,
SMS,receive,244,244,17/09/2013 14:49,3055,SPAM,Sunderland manager Paolo Di Canio is hopeful Lee Cattermole takes his advice to heart as he bids to return to the club's first team..Dial *244# For More,,,,
SMS,receive,244,244,13/09/2013 18:51,3055,SPAM,Chelsea's new signing Christian Atsu will benefit from his season-long loan to Dutch side Vitesse, according to compatriot Michael Essien.Dial *244# For More,,,
SMS,receive,244,244,13/09/2013 18:25,3055,SPAM,Barcelona coach Gerardo Martino has heralded the imminent return of club captain Carles Puyol following a lengthy injury absence.Dial *244# For More,,,,
SMS,receive,244,244,13/09/2013 12:02,3055,SPAM,Stoke goalkeeper Asmir Begovic has described compatriot Edin Dzeko as one of the best three strikers in world football.Dial *244# For More,,,,
SMS,receive,244,244,12/09/2013 18:46,3055,SPAM,John Terry has hailed the arrival of Samuel Eto'o at Chelsea," insisting the striker looks ""very sharp and hungry"".Dial *244# For More",,,
