SMS,receive,3036,3036,28/08/2014 11:50,171,SPAM,Your call to 081XXXXXX72 for 54 secs cost NGN 10.80. Your balance is NGN 5.72.Dial *0805*25# for Jolof bundle of 2 onnet+1 offnet Min+3 Onnet SMS for N25 only,,,,,,
SMS,send,2.35E+12,+234 815 432 2872,15/08/2014 09:54,124,HAM,yeye guy....tnks xo much n top of d morning to u.M.J,,,,,,
SMS,receive,2.35E+12,2.35E+12,15/08/2014 08:11,124,HAM,Mrs Cold-catcher,i just wanna say hi and know you are doing great.today's weather report says that ogun state shares 26deg celsius,so take hot tea this morning and hold on tight to your cardigan.Remi cares,,,,
SMS,receive,7078,7078,27/08/2014 08:11,169,SPAM,Dear Valued Subscriber, recharge N800 within next 3 days and get 50% bonus talktime Glo to Glo, Glo Unlimited,,,,
SMS,receive,2.35E+12,2.35E+12,26/08/2014 19:35,10,HAM,9.25E+14,,,,,,
SMS,send,2.35E+12,+234 805 557 6485,31/07/2014 11:36,10,HAM,9064458851130.  ukulu jane.    gtb,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:59,10,HAM,Open the eyes of ur heart and see how lovely the love that i share with u. All of me love all of u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:59,10,HAM,Open the eyes of ur heart and see how lovely the love that i share with u. All of me love all of u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:59,10,HAM,Open the eyes of ur heart and see how lovely the love that i share with u. All of me love all of u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:59,10,HAM,Open the eyes of ur heart and see how lovely the love that i share with u. All of me love all of u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:48,10,HAM,You mean a lot to me Angel. I can't hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:48,10,HAM,You mean a lot to me Angel. I can't hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:48,10,HAM,You mean a lot to me Angel. I can't hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:48,10,HAM,You mean a lot to me Angel. I can't hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:42,10,HAM,You mean a lot to me Angel. I can hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:42,10,HAM,You mean a lot to me Angel. I can hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:42,10,HAM,You mean a lot to me Angel. I can hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,12/07/2014 13:42,10,HAM,You mean a lot to me Angel. I can hide my feeling for loving u.,,,,,,
SMS,receive,2.35E+12,2.35E+12,11/07/2014 19:32,10,SPAM,3.88E+11,,,,,,
SMS,receive,2.35E+12,2.35E+12,11/07/2014 19:32,10,SPAM,3.88E+11,,,,,,
SMS,receive,2.35E+12,2.35E+12,11/07/2014 19:32,10,SPAM,3.88E+11,,,,,,
SMS,receive,2.35E+12,2.35E+12,11/07/2014 19:32,10,SPAM,3.88E+11,,,,,,
SMS,receive,2.35E+12,2.35E+12,10/07/2014 14:59,10,HAM,00XXXXXX4 obeka adakole christian gtbank,,,,,,
SMS,receive,2.35E+12,2.35E+12,10/07/2014 14:59,10,HAM,00XXXXXX4 obeka adakole christian gtbank,,,,,,
SMS,receive,2.35E+12,2.35E+12,10/07/2014 14:59,10,HAM,00XXXXXX4 obeka adakole christian gtbank,,,,,,
SMS,receive,2.35E+12,2.35E+12,10/07/2014 14:59,10,HAM,00XXXXXX4 obeka adakole christian gtbank,,,,,,
SMS,receive,2.35E+12,2.35E+12,07/07/2014 20:10,10,HAM,If the sun refuses to shine the rain wont fall; and the northern stars wil remain constant like my love for u.  love u with my whole heart.  each moment without u always  seems like eternity,,,,,,
SMS,receive,2.35E+12,2.35E+12,07/07/2014 20:10,10,HAM,If the sun refuses to shine the rain wont fall; and the northern stars wil remain constant like my love for u.  love u with my whole heart.  each moment without u always  seems like eternity,,,,,,
SMS,receive,2.35E+12,2.35E+12,07/07/2014 20:10,10,HAM,If the sun refuses to shine the rain wont fall; and the northern stars wil remain constant like my love for u.  love u with my whole heart.  each moment without u always  seems like eternity,,,,,,
SMS,receive,2.35E+12,2.35E+12,07/07/2014 20:10,10,HAM,If the sun refuses to shine the rain wont fall; and the northern stars wil remain constant like my love for u.  love u with my whole heart.  each moment without u always  seems like eternity,,,,,,
SMS,receive,22865,22865,26/08/2014 08:36,167,SPAM,As we enter the EMBER  months,Rejoice in the Lord for the LORD is with you, Text 023278 to 4100 to download tune EBEZINA by Gospel Sensation PREYE @N50 monthly,,,,
SMS,receive,DLCF PCG,DLCF PCG,25/08/2014 21:26,166,HAM,Beloved, as u continue dis exams, b of gud courage bcos God will help U! Neither b afraid 4 thy end shal b Glorious & Beta dan ur beginning. Haggai 2:9. SHALOM ,,,,
SMS,send,2.35E+12,070-502-71587,25/08/2014 02:01,154,HAM,GOOD SUCCESS is d reward of hard work. Forget d past, study hard & rely on God 4 d best. My prayers are wit u all through d exams. Happy New Month. Jane cares,,,,,
SMS,receive,2.35E+12,2.35E+12,24/08/2014 06:55,154,HAM,As d new MNT blossoms, may d jony of ur life b fragrant wt new oportnitis, ur days b brit wt new hpes &ur @ b hapi wit love Hapi Nw Mnt&sucex in ya xam.Aphsoh,,,,
SMS,receive,2.35E+12,2.35E+12,24/08/2014 22:41,160,HAM,Thanks alot for today. God bless u much,,,,,,
SMS,receive,TACSFONUNAB,TACSFONUNAB,24/08/2014 19:47,90,HAM,Welcom2Sept.,d mont 2 b rememberd4gud!even as u go 4th in dz mont, relent nt in prayas,neither fear, 4 he is wit u[EMMANUEL]Word aglow-Ps16vs8.HNMWe r 1,,
SMS,receive,TACSFONUNAB,TACSFONUNAB,09/08/2014 17:31,90,HAM,Gdevnin blvd.Subzon servic coms up 2moro @MAPOLY.We r 2 converge @TAC Camp ass.by 7:00am wit a token of #200PLS NOTE:der wil b no a€¿AFRICAN TIMEa€¿!we ar 1,,,,,,
SMS,receive,G. VOICES,G. VOICES,24/08/2014 16:11,157,HAM,An ordnary stone in David's hand had an xtra-ordnay efect on Goliath.May d ordnary tinz u do hens4th result 2 an extra-ordnary brk2rus.Success in ur xams,,,,,,
SMS,receive,O8130979064,O8130979064,24/08/2014 05:46,138,HAM,GOOD SUCCESS is d reward of hard work. Forget d past, study hard & rely on God 4 d best. My prayers are wit u all through d exams. Happy New Month.'Seyi ADEBOTE,,,,,
SMS,receive,O8130979064,O8130979064,19/08/2014 18:50,138,HAM,Beloved, I earnestly wish above all things that thou mayest prosper in ur forthcoming exams. My best wishes with you as u prepare. Success Ahead! 'Seyi ADEBOTE.,,,,,
SMS,send,070-327-77380,070-327-77380,20/08/2014 11:17,141,HAM,9064458851130.  ukulu jane.    gtb,,,,,,
SMS,receive,2.35E+12,2.35E+12,18/08/2014 13:35,135,HAM,As u prep for dis xam may doors of wisdom undastndin knwldg gwd health n sound mind b opend  unto u. Fear not 4 d Lord ll gv u gr8 sucess... Lov u! Olu~vickey,,,,,,
SMS,receive,2.35E+12,2.35E+12,18/08/2014 10:43,134,HAM,He is beside me nio,,,,,,
SMS,receive,FYB,FYB,13/08/2014 18:18,21,HAM,Blvd, all glory 2 God 4 d success of d snt4t, we wud b having a mting dis Saturday by 5pm in camp ass 2 conclude plans on Dinar/yrbook ur presence is important,,,,
SMS,receive,FYB,FYB,05/08/2014 21:28,21,HAM,Guday, hw av u bn? As a plan 2 actualize our preptn 2wards d FYB Snt4t, we wud b Avin an ovanyte mtin 2moro wed by 10pm at camp ass. Ur presence is Importnt.,,,,
SMS,receive,FYB,FYB,30/07/2014 07:31,21,HAM,Gudday blvd, as d day forges ahead, a season approaches, in harness expectatn of FYB snd4t, we wud b mtin at camp ass 2day by 6pm, don't b left out. Luv You.,
SMS,receive,FYB,FYB,10/07/2014 23:37,21,HAM,Gudday blvd, & hw av u bn, pls b in4md dat as a plan 2 actualize our preptn 2wards d FYB Snt4t, we wud b Avin  our mtin 2moro fri by 5pm at camp ass.Luv u,,,
SMS,receive,FYB,FYB,10/07/2014 23:37,21,HAM,Gudday blvd, & hw av u bn, pls b in4md dat as a plan 2 actualize our preptn 2wards d FYB Snt4t, we wud b Avin  our mtin 2moro fri by 5pm at camp ass.Luv u,,,
SMS,receive,FYB,FYB,10/07/2014 23:37,21,HAM,Gudday blvd, & hw av u bn, pls b in4md dat as a plan 2 actualize our preptn 2wards d FYB Snt4t, we wud b Avin  our mtin 2moro fri by 5pm at camp ass.Luv u,,,
SMS,receive,FYB,FYB,10/07/2014 23:37,21,HAM,Gudday blvd, & hw av u bn, pls b in4md dat as a plan 2 actualize our preptn 2wards d FYB Snt4t, we wud b Avin  our mtin 2moro fri by 5pm at camp ass.Luv u,,,
SMS,receive,2.35E+12,2.35E+12,12/08/2014 22:59,119,HAM,BRING UR FLASH TO SCHOOL TOMOROW. DR ODULATE,,,,,,
SMS,receive,2.35E+12,2.35E+12,10/08/2014 23:39,76,HAM,WE SELL cheap MTN data 4 all ur devices & gadgets..250MB-#400500MB-#750750MB-#10001GB-#120Its nt a cheat,Contact MyT enterprise 08135216800,8054912530,,,,
SMS,receive,2.35E+12,2.35E+12,07/08/2014 08:55,76,HAM,check out the latest laptops Softwares & games from our office. @no2 camp alabata road Funaab, beside brightcafe Funaab Ogun state.   MyT ENTERPRISE,,,,,
SMS,send,0812 674 7272,0812 674 7272,10/08/2014 08:20,93,HAM,vikky I cnt just express my feelins,d news is seriously shockin me till now,pls I nid u to b v.strong,God undastnds al dat z apnin.dearie pls stay strong again,n pls encouhmminrage mum too,God wl alwas b wf u I bliv dat.i wl check on u wen am bak todai....Luv u(tears!!!),
SMS,receive,2.35E+12,2.35E+12,07/08/2014 22:24,80,HAM,2.65E+14,,,,,,
SMS,receive,2.35E+12,2.35E+12,01/08/2014 14:01,68,HAM,As d nw mont blosoms, may your jorney of life b fragrant with new oportunities, ur days b bright wit nw hopes and ur hrt b hapy wit luv HAPPY NEW MONTH.,,,,
SMS,receive,2.35E+12,2.35E+12,01/08/2014 13:23,68,HAM,As d nw mont blosoms, may your jorney of life b fragrant with new oportunities, ur days b bright wit nw hopes and ur hrt b hapy wit luv HAPPY NEW MONTH.,,,,
SMS,send,080-663-53147,080-663-53147,31/07/2014 08:43,64,HAM,9064458851130.  ukulu jane.    gtb,,,,,,
SMS,send,080-663-53147,080-663-53147,31/07/2014 08:03,64,HAM,diwo ma sis,pls I really nid ur hlp financially.I dnt av any kobo on me nt even cash to buy kerosene to cuk.pls just hlp me wt any amt even if it is #500.   my system is also givin me problems,I cnt do anything on ma project n am ask to brng ma chapter 1 to 3.am xo discouraged here. Tnks,,,,
SMS,send,080-342-59607,080-342-59607,31/07/2014 08:01,63,HAM,diwo ma sis,pls I really nid ur hlp financially.I dnt av any kobo on me nt even cash to buy kerosene to cuk.pls just hlp me wt any amt even if it is #500.   my system is also givin me problems,I cnt do anything on ma project n am ask to brng ma chapter 1 to 3.am xo discouraged here. Tnks,,,,
SMS,receive,2.35E+12,2.35E+12,22/07/2014 07:16,42,HAM,Gudam&hw r u feelin nw?Pls take gud care of urself.sori i didnt call 2 ask last nite.wish u a quick recovery&a splendid day.,,,,,,
SMS,receive,2.35E+12,2.35E+12,15/07/2014 16:45,32,HAM,Jane am doomed baba return 507;509.ayemi ti baje jane!!!,,,,,,
SMS,receive,MERCYPALACE,MERCYPALACE,10/07/2014 12:54,18,HAM,Attend 5 HOURS WITH GOD on Sat 12/07/2014, 7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle, Olowookere, Elusie & Folorunso,,,
SMS,receive,MERCYPALACE,MERCYPALACE,10/07/2014 12:54,18,HAM,Attend 5 HOURS WITH GOD on Sat 12/07/2014, 7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle, Olowookere, Elusie & Folorunso,,,
SMS,receive,MERCYPALACE,MERCYPALACE,10/07/2014 12:54,18,HAM,Attend 5 HOURS WITH GOD on Sat 12/07/2014, 7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle, Olowookere, Elusie & Folorunso,,,
SMS,receive,MERCYPALACE,MERCYPALACE,10/07/2014 12:54,18,HAM,Attend 5 HOURS WITH GOD on Sat 12/07/2014, 7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle, Olowookere, Elusie & Folorunso,,,
SMS,receive,2.35E+12,2.35E+12,06/07/2014 20:20,7,HAM,This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,,,,,,
SMS,receive,2.35E+12,2.35E+12,06/07/2014 20:20,7,HAM,This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,,,,,,
SMS,receive,2.35E+12,2.35E+12,06/07/2014 20:20,7,HAM,This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,,,,,,
SMS,receive,2.35E+12,2.35E+12,06/07/2014 20:20,7,HAM,This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,,,,,,
SMS,send,799,799,26/06/2013 10:10,745,SPAM,M,,,,,,
SMS,receive,799,799,26/06/2013 10:10,745,SPAM,Y'ello! This information is already captured. Dial *559# to view your bonus. Thank you.,,,,,,
SMS,send,799,799,26/06/2013 10:10,745,SPAM,M,,,,,,
SMS,send,799,799,24/06/2013 10:09,745,SPAM,SAMSON,,,,,,
SMS,send,799,799,24/06/2013 10:07,745,SPAM,M,,,,,,
SMS,receive,799,799,23/06/2013 06:59,745,SPAM,Y'ello! You have successfully updated your STATE OF ORIGIN and you have received N400 MTN2MTN call usable btw 10pm-5pm, expires 25/Jun/2013. Thank you.,,,,,
SMS,send,799,799,23/06/2013 06:59,745,SPAM,OSUN,,,,,,
SMS,receive,799,799,23/06/2013 04:47,745,SPAM,Y'ello! Your SIM registration information is incomplete, kindly reply this text with your STATE OF ORIGIN (e.g Lagos, FCT, Kano) and get N400 MTN2MTN call. SMS is Free. Thank you.,,,
SMS,send,799,799,19/06/2013 07:13,745,SPAM,OSUN,,,,,,
SMS,send,799,799,19/06/2013 07:13,745,SPAM,OSUN,,,,,,
SMS,receive,799,799,19/06/2013 07:12,745,SPAM,Y'ello! You do not have any pending request. Thank you.,,,,,,
SMS,send,799,799,19/06/2013 07:12,745,SPAM,OSUN,,,,,,
SMS,receive,799,799,18/06/2013 15:09,745,SPAM,Y'ello! You do not have any pending request. Thank you.,,,,,,
SMS,send,799,799,18/06/2013 15:09,745,SPAM,OSUN,,,,,,
SMS,receive,799,799,18/06/2013 15:09,745,SPAM,Y'ello! You do not have any pending request. Thank you.,,,,,,
SMS,send,799,799,18/06/2013 15:09,745,SPAM,OSUN,,,,,,
SMS,receive,799,799,18/06/2013 15:08,745,SPAM,Y'ello! You do not have any pending request. Thank you.,,,,,,
SMS,send,799,799,18/06/2013 15:08,745,SPAM,OSUN,,,,,,
SMS,send,799,799,18/06/2013 15:07,745,SPAM,osun,,,,,,
SMS,receive,799,799,18/06/2013 15:06,745,SPAM,Y'ello! You do not have any pending request. Thank you.,,,,,,
SMS,send,799,799,18/06/2013 15:06,745,SPAM,osun,,,,,,
SMS,receive,799,799,11/06/2013 20:06,745,SPAM,Y'ello! You do not have any pending request. Thank you.,,,,,,
SMS,receive,799,799,04/06/2013 09:52,745,SPAM,Y'ello! This information is already captured. Dial *559# to view your bonus. Thank you.,,,,,,
SMS,send,799,799,04/06/2013 09:52,745,SPAM,M,,,,,,
SMS,receive,799,799,03/06/2013 07:34,745,SPAM,Y'ello! You have successfully updated your MOTHER'S MAIDEN NAME and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 05/Jun/2013. Thank you.,,,,,
SMS,send,799,799,03/06/2013 07:33,745,SPAM,SAMSON,,,,,,
SMS,receive,799,799,03/06/2013 07:33,745,SPAM,Sorry, you have responded with an invalid entry for MOTHER'S MAIDEN NAME. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.,,,,,
SMS,send,799,799,03/06/2013 07:33,745,SPAM,M,,,,,,
SMS,receive,799,799,02/06/2013 15:43,745,SPAM,Y'ello! You do not have any pending request. Thank you.,,,,,,
SMS,send,799,799,02/06/2013 15:43,745,SPAM,01 10 1992,,,,,,
SMS,receive,799,799,02/06/2013 13:42,745,SPAM,Y'ello! You have successfully updated your RESIDENTIAL ADDRESS and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 04/Jun/2013. Thank you.,,,,,
SMS,send,799,799,02/06/2013 13:42,745,SPAM,ODEOMU; OSUN STATE,,,,,,
SMS,receive,799,799,02/06/2013 13:39,745,SPAM,Sorry, you have responded with an invalid entry for RESIDENTIAL ADDRESS. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.,,,,,
SMS,send,799,799,02/06/2013 13:39,745,SPAM,M,,,,,,
SMS,receive,799,799,01/06/2013 14:27,745,SPAM,Y'ello! You have successfully updated your DATE OF BIRTH and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 03/Jun/2013. Thank you.,,,,,
SMS,send,799,799,01/06/2013 14:27,745,SPAM,01 10 1992,,,,,,
SMS,receive,799,799,01/06/2013 14:26,745,SPAM,Sorry, you have responded with an invalid entry for DATE OF BIRTH. Kindly send a valid answer dd/MM/yyyy to receive your bonus. Thank you.,,,,,
SMS,send,799,799,01/06/2013 14:25,745,SPAM,M,,,,,,
SMS,receive,33028,33028,05/09/2014 09:02,4648,SPAM,Get the callertune, U go kill me remix by Sarkodie ft wizkid, text 010373 to 4100. N50/SMS to opt out text stop to 33020.,,,,
SMS,receive,35241,35241,04/09/2014 14:57,4647,SPAM,EPL Is Here Again. Text Sport to 35241 For Sport News Update. Cost N100/30days,,,,,,
SMS,receive,5032,5032,04/09/2014 14:42,4646,SPAM,Join the winning team now & enjoy unlimited instant airtime when you answer 3 question in the Brain-Wave game. Text WAVE to 5032 to get started now. N10/SMS and stop to unsubcribe,,,,,,
SMS,receive,35777,35777,04/09/2014 13:59,4645,SPAM,Nigeria's 100 years!Celebrate with us &you can win the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777 and participate now!N100/SMS,,,,,,
